Locus_tag	ORF_start	ORF_stop	Gene_start	Gene_end	Peptide_count	Name_protein
YPO0561	607086	608045	607125	608045	4	UDP-3-O-
YPO0564	609361	612090	609376	612090	70	preprotein translocase subunit SecA
YPO0565	612373	612771	612385	612771	5	nucleoside triphosphate pyrophosphohydrolase
YPO0569a	616093	616563	616093	616488	1	hypothetical protein YPO0569a
YPO0570	616491	616847	616491	616796	18	hypothetical protein YPO0570
YPO0572	616951	617442	616951	617331	3	hypothetical protein YPO0572
YPO0573	617557	617952	617557	617946	1	hypothetical protein YPO0573
YPO0576	619701	620588	619701	620495	5	DNA-binding transcriptional repressor ExuR
YPO0579	622753	624216	622807	624216	4	glucuronate isomerase
YPO0580	624409	625866	624415	625866	2	altronate oxidoreductase
YPO0581	625841	627367	625877	627367	1	altronate hydrolase
YPO0585	630618	631700	630618	631613	8	putative MocA-family oxidoreductase
YPO0586	631816	632364	631816	632325	1	hypothetical protein YPO0586
YPO0588	635987	637204	636017	637204	12	putative methyltransferase
YPO0589	637320	639371	637320	639341	9	2,4-dienoyl-CoA reductase
YPO0593	642045	643805	642045	643778	1	hypothetical protein YPO0593
YPO0596	645559	646209	645559	646200	1	putative tellurium resistance protein
YPO0597	646233	646871	646233	646871	7	putative tellurium resistance protein
YPO0598	647544	649274	647586	649274	1	putative hemolysin activator protein
YPO0599	649316	659206	649319	659206	8	putative adhesin
YPO0602	659995	660441	660010	660441	1	hypothetical protein YPO0602
YPO0610	668070	671423	668070	671423	1	hypothetical protein YPO0610
YPO0611	671505	672518	671532	672518	2	LacI-family regulatory protein
YPO0616	676101	678338	676155	678338	1	putative glycosyl hydrolase
YPO0623	684136	685407	684175	685407	27	putative aminotransferase
YPO0624	685379	686851	685400	686851	1	hypothetical protein YPO0624
YPO0625	686852	687301	686855	687301	8	hypothetical protein YPO0625
YPO0626	687420	688061	687471	688061	5	hypothetical protein YPO0626
YPO0627	688062	688457	688077	688457	7	putative translational inhibitor protein
YPO0628	688730	689146	688742	689146	4	putative translational inhibitor protein
YPO0631	690801	691733	690801	691733	1	LysR-family regulatory protein
YPO0639	695710	697110	695728	697110	10	hypothetical protein YPO0639
YPO0640	697068	697589	697119	697589	10	hypothetical protein YPO0640
YPO0641a	698079	698378	698088	698378	1	hypothetical protein YPO0641a
YPO0643	699212	701110	699212	701050	32	RNA polymerase sigma factor RpoD
YPO0644	701208	702962	701208	702956	12	DNA primase
YPO0645	703092	703319	703092	703307	10	30S ribosomal protein S21
YPO0646	703698	704726	703713	704726	5	putative DNA-binding/iron metalloprotein/AP endonuclease
YPO0647	704972	705742	704972	705622	1	putative glycerol-3-phosphate acyltransferase PlsY
YPO0650	707417	708688	707417	708655	3	multifunctional tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase/phosphatase
YPO0651	708815	709483	708815	709438	6	putative signal transduction protein
YPO0652	709721	711049	709742	711049	13	hypothetical protein YPO0652
YPO0653	711097	714075	711220	714075	11	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
YPO0654	714186	715640	714210	715640	19	bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase
YPO0656	717252	717542	717252	717533	4	hypothetical protein YPO0656
YPO0658	718090	718755	718102	718755	12	3,4-dihydroxy-2-butanone 4-phosphate synthase
YPO0660	720403	721566	720403	721563	1	hypothetical protein YPO0660
YPO0661	721573	722262	721573	722259	3	hypothetical protein YPO0661
YPO0663	722560	724020	722560	723957	30	outer membrane channel protein
YPO0664	724341	724985	724353	724985	3	ADP-ribose pyrophosphatase NudF
YPO0666	725445	726353	725526	726353	2	cyclic 3',5'-adenosine monophosphate phosphodiesterase
YPO0667	726332	726934	726350	726934	7	esterase YqiA
YPO0668	727018	728931	727036	728931	9	DNA topoisomerase IV subunit B
YPO0670	729904	730560	729904	730488	4	putative modulator of drug activity
YPO0671	730789	733065	730792	733065	19	DNA topoisomerase IV subunit A
YPO0672	733345	734085	733354	734085	7	putative acyltransferase
YPO0673	734168	735688	734264	735688	6	repressor protein for FtsI
YPO0676	738362	739210	738362	739195	14	2,5-diketo-D-gluconate reductase A
YPO0678	739614	740786	739614	740771	28	putative iron-containing alcohol dehydrogenase
YPO0679	741118	742062	741169	742062	1	AraC-family regulatory protein
YPO0681	743009	744250	743009	744220	6	cystathionine beta-lyase
YPO0682	744669	745736	745023	745736	4	MotA/TolQ/ExbB proton channel family protein
YPO0683	745737	746171	745740	746171	1	biopolymer transport protein ExbD
YPO0698	758430	760910	758430	760910	1	outer membrane usher protein
YPO0699	760922	761647	760928	761647	10	fimbrial chaperone protein
YPO0701	762990	764078	762990	764003	1	iron-enterobactin transporter periplasmic binding protein
YPO0702	764925	765920	764925	765920	3	hypothetical protein YPO0702
YPO0706	768877	770028	768877	770010	1	flagellar biosynthesis protein FlhB
YPO0733	791137	792093	791170	792093	1	flagellar hook-associated protein FlgL
YPO0758	812540	813562	812567	813562	4	LacI-family regulatory protein
YPO0783	859517	860317	859517	860311	9	thymidylate synthase
YPO0784	860318	861190	860318	861190	7	prolipoprotein diacylglyceryl transferase
YPO0785	861441	863699	861441	863687	7	fused phosphoenolpyruvate-protein phosphotransferase PtsP/GAF domain
YPO0789	864889	865611	864925	865611	1	DNA mismatch repair protein
YPO0790	865868	866986	865946	866986	17	putative aldo-keto reductase
YPO0793	869172	871394	869172	871328	9	bifunctional acyl-
YPO0794	871777	874065	871777	874038	2	putative biotin sulfoxide reductas2
YPO0795	874075	875370	874348	875370	4	DNA-binding transcriptional regulator GalR
YPO0796	875367	876638	875367	876629	1	diaminopimelate decarboxylase
YPO0797	876766	877785	876844	877785	3	DNA-binding transcriptional regulator LysR
YPO0799	879311	880231	879311	880219	1	LysR-family transcriptional regulatory protein
YPO0800	880116	881213	880326	881213	18	hypothetical protein YPO0800
YPO0801	881290	881961	881326	881961	5	hypothetical protein YPO0801
YPO0809	888048	889037	888048	889004	1	general secretion pathway protein K
YPO0819	897417	898250	897417	898172	17	putative carbonic anhydrase
YPO0829	908982	910637	908982	910535	1	putative sulfatase
YPO0831	911327	912151	911375	912151	4	DeoR-family regulatory protein
YPO0837	916978	917418	916978	917418	2	putative PTS permease protein
YPO0838	917394	918587	917421	918587	1	putative acetylglucosamine-6-phosphate deacetylase
YPO0848	930054	932435	930057	932435	1	putative glucosidase
YPO0849	932764	933912	932764	933837	4	lac repressor
YPO0851	935741	936091	935741	936052	1	PTS transport protein (partial)
YPO0852	936164	938233	936164	938224	4	puative beta-galactosidase
YPO0853	938275	939504	938275	939477	6	putative galactosidase
YPO0856	941812	943095	941812	943074	29	putative sugar-binding protein
YPO0857	943386	944510	943410	944510	3	sugar transport ATP-binding protein
YPO0860	948051	949079	948078	949079	3	sugar-binding periplasmic protein
YPO0864	952021	952713	952033	952713	6	hypothetical protein YPO0864
YPO0865	952689	953033	952713	953033	1	hypothetical protein YPO0865
YPO0870	955759	958101	955759	958083	3	hypothetical protein YPO0870
YPO0874	961468	962619	961468	962610	2	hypothetical protein YPO0874
YPO0880	964986	967289	964998	967289	1	putative primase
YPO0887	970097	971377	970097	971311	1	integrase
YPO0888	971744	973270	971744	973261	28	lysyl-tRNA synthetase
ypo0889	973271	974347			11	
YPO0890	974548	976287	974548	976281	7	ssDNA exonuclease RecJ
YPO0891	976288	977004	976288	977004	10	thiol:disulfide interchange protein DsbC
YPO0892	977035	977958	977035	977934	3	site-specific tyrosine recombinase XerD
YPO0893	977957	978559	978041	978559	1	flavodoxin FldB
YPO0894	978649	980160	978649	980127	9	hypothetical protein YPO0894
YPO0896	981670	982383	981670	982371	1	DNA-binding response regulator CreB
YPO0897	982774	983055	982774	983040	2	hypothetical protein YPO0897
YPO0898	983354	984349	983357	984349	15	putative global regulator
YPO0904	990473	990931	990473	990910	1	hypothetical protein YPO0904
YPO0905	991288	994170	991288	994167	44	glycine dehydrogenase
YPO0906	994379	994774	994379	994765	3	glycine cleavage system protein H
YPO0907	994834	995940	994834	995931	31	glycine cleavage system aminomethyltransferase T
YPO0908	996652	998115	996652	997872	7	hypothetical protein YPO0908
YPO0909	998045	999226	998045	999223	1	2-octaprenyl-6-methoxyphenyl hydroxylase
YPO0910	999292	1000644	999292	1000605	13	proline aminopeptidase P II
YPO0911	1000693	1001280	1000693	1001271	4	hypothetical protein YPO0911
YPO0912	1001500	1001937	1001608	1001937	7	Z-ring-associated protein
YPO0913	1002232	1002897	1002301	1002897	1	putative 5-formyltetrahydrofolate cyclo-ligase-family protein
YPO0914	1003162	1004520	1003162	1004403	25	D-3-phosphoglycerate dehydrogenase
YPO0915	1004710	1005432	1004710	1005366	10	ribose-5-phosphate isomerase A
YPO0916	1005642	1006616	1005708	1006616	5	chromosome replication initiation inhibitor protein
YPO0917	1006627	1007469	1006627	1007406	7	hypothetical protein YPO0917
YPO0919	1008476	1009345	1008476	1009345	9	hypothetical protein YPO0919
YPO0920	1009783	1010928	1009783	1010862	49	fructose-bisphosphate aldolase
YPO0921	1010982	1012169	1010982	1012145	44	phosphoglycerate kinase
YPO0922	1012248	1013282	1012248	1013264	1	erythrose 4-phosphate dehydrogenase
YPO0926	1016330	1018327	1016330	1018324	71	transketolase
YPO0927	1018770	1019567	1018815	1019567	6	putative lipoprotein
YPO0929	1020337	1022325	1020337	1022316	29	arginine decarboxylase
YPO0931	1023421	1024677	1023523	1024677	31	S-adenosylmethionine synthetase
YPO0933	1025477	1026187	1025480	1026187	1	endonuclease I
YPO0934	1026430	1027170	1026439	1027170	3	16S ribosomal RNA methyltransferase RsmE
YPO0935	1027187	1028155	1027196	1028155	17	glutathione synthetase
YPO0936	1028163	1028834	1028271	1028834	10	hypothetical protein YPO0936
YPO0937	1028807	1029256	1028834	1029256	1	Holliday junction resolvase-like protein
YPO0938	1029427	1030320	1029436	1030320	11	putative carbon-nitrogen hydrolase
YPO0939	1030321	1031439	1030324	1031439	7	agmatine deiminase
YPO0941	1032650	1033390	1032692	1033390	2	hypothetical protein YPO0941
YPO0942	1033514	1034344	1033523	1034344	5	pyrroline-5-carboxylate reductase
YPO0943	1034617	1035186	1034632	1035186	2	hypothetical protein YPO0943
YPO0944	1035048	1035473	1035183	1035473	1	hypothetical protein YPO0944
YPO0945	1035474	1036166	1035573	1036166	4	putative deoxyribonucleotide triphosphate pyrophosphatase
YPO0946	1036141	1037289	1036159	1037289	1	coproporphyrinogen III oxidase
YPO0947	1037479	1046820	1037479	1046811	1	putative virulence determinant
YPO0950	1049192	1049530	1049192	1049518	1	hypothetical protein YPO0950
YPO0951	1049518	1050246	1049518	1050237	3	tRNA (guanine-N(7)-)-methyltransferase
YPO0952	1050443	1051690	1050575	1051690	4	adenine DNA glycosylase
YPO0953	1051847	1052140	1051868	1052140	11	hypothetical protein YPO0953
YPO0954	1052296	1053399	1052323	1053399	8	murein transglycosylase C
YPO0956	1054657	1056936	1054837	1056936	2	putative hydroxamate-type ferrisiderophore receptor
YPO0959	1059580	1060584	1059580	1060539	2	putative sugar ABC transporter periplasmic binding protein
YPO0960	1061095	1063458	1061095	1063257	5	ornithine decarboxylase
YPO0984	1091348	1092013	1091363	1092013	1	N-acylhomoserine lactone synthase YspI
YPO0986	1093287	1094675	1093299	1094675	7	hypothetical protein YPO0986
YPO0987	1095025	1095885	1095052	1095885	5	hypothetical protein YPO0987
YPO0994	1103340	1105565	1103385	1105565	3	putative ferric siderophore receptor
YPO1000	1112070	1113353	1112076	1113353	1	putative drug efflux protein
YPO1002	1116620	1118113	1116620	1118110	2	enterotoxin-like protein
YPO1004	1119802	1130946	1119829	1130946	1	putative autotransporter protein
YPO1005	1131049	1132947	1131049	1132929	1	putative antigenic leucine-rich repeat protein
YPO1009	1138742	1139977	1138745	1139977	6	peptidase T
YPO1018	1149614	1153030	1149659	1153030	10	exonuclease V subunit gamma
YPO1019	1153100	1156000	1153112	1156000	61	protease III precursor
YPO1020	1155895	1159659	1155997	1159659	20	exonuclease V subunit beta
YPO1021	1159623	1161614	1159656	1161614	4	exonuclease V subunit alpha
YPO1022	1161769	1163115	1161769	1163094	2	N-acetylglutamate synthase
YPO1023	1163312	1164580	1163330	1164580	1	N-acetylmuramoyl-L-alanine amidase AmiC precursor
YPO1025	1165278	1166474	1165302	1166474	3	murein transglycosylase A
YPO1026	1166605	1167444	1166617	1167444	3	hypothetical protein YPO1026
YPO1027	1167480	1167989	1167480	1167923	2	hypothetical protein YPO1027
YPO1028	1168058	1169428	1168058	1169377	3	cysteine sulfinate desulfinase
YPO1029	1169908	1170840	1169923	1170840	1	DNA-binding transcriptional activator GcvA
YPO1031	1171376	1172500	1171394	1172500	3	putative RNA 2'-O-ribose methyltransferase
YPO1033	1173766	1175232	1173766	1175130	13	hypothetical protein YPO1033
YPO1035	1176203	1176811	1176266	1176811	2	SecY interacting protein Syd
YPO1037	1178036	1178545	1178213	1178545	3	hypothetical protein YPO1037
YPO1038	1178542	1179318	1178545	1179318	5	tRNA pseudouridine synthase C
YPO1039	1179319	1179795	1179346	1179795	6	flavodoxin
YPO1040	1179885	1180292	1179885	1180274	12	hypothetical protein YPO1040
YPO1041	1180398	1181372	1180398	1181222	29	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase
YPO1042	1181397	1184168	1181397	1184135	6	PII uridylyl-transferase
YPO1043	1184138	1184968	1184138	1184929	6	methionine aminopeptidase
YPO1044	1185235	1186089	1185364	1186089	47	30S ribosomal protein S2
YPO1045	1186217	1187074	1186217	1187074	56	elongation factor Ts
YPO1046	1187238	1188008	1187283	1188008	18	uridylate kinase
YPO1047	1188009	1188701	1188144	1188701	19	ribosome recycling factor
YPO1048	1188876	1190111	1188915	1190111	8	1-deoxy-D-xylulose 5-phosphate reductoisomerase
YPO1049	1190326	1191093	1190335	1191093	3	undecaprenyl pyrophosphate synthetase
YPO1050	1191094	1191951	1191103	1191951	1	CDP-diglyceride synthase
YPO1051	1191944	1193335	1191980	1193335	5	zinc metallopeptidase RseP
YPO1052	1193354	1195759	1193372	1195759	47	outer membrane protein assembly factor YaeT
YPO1053	1195818	1196414	1195917	1196414	21	periplasmic chaperone
YPO1054	1196415	1197440	1196418	1197440	5	UDP-3-O-
YPO1055	1197490	1198143	1197598	1198143	14	(3R)-hydroxymyristoyl-ACP dehydratase
YPO1056	1198144	1198935	1198147	1198935	5	UDP-N-acetylglucosamine acyltransferase
YPO1057	1198936	1200123	1198939	1200123	3	lipid-A-disaccharide synthase
YPO1058	1200084	1200716	1200120	1200716	3	ribonuclease HII
YPO1059	1200834	1204361	1200846	1204361	12	DNA polymerase III subunit alpha
YPO1060	1204362	1205333	1204374	1205333	19	acetyl-CoA carboxylase carboxyltransferase subunit alpha
YPO1061	1205502	1205915	1205517	1205915	2	hypothetical protein YPO1061
YPO1062	1205905	1207299	1205917	1207299	2	tRNA(Ile)-lysidine synthetase
YPO1063	1207527	1207853	1207536	1207853	1	putative cytochrome
YPO1064	1208118	1208384	1208118	1208378	3	Rho-binding antiterminator
YPO1064a	1208365	1208601	1208365	1208565	3	hypothetical protein YPO1064a
YPO1067	1209799	1210542	1209814	1210542	6	lipoprotein involved with copper homeostasis and adhesion
YPO1068	1210676	1212409	1210676	1212394	35	prolyl-tRNA synthetase
YPO1070	1213202	1213618	1213202	1213609	3	outer membrane lipoprotein
YPO1071	1213727	1214602	1213727	1214542	23	DL-methionine transporter substrate-binding subunit
YPO1072	1214606	1215271	1214606	1215259	1	DL-methionine transporter permease subunit
YPO1073	1215252	1216295	1215252	1216283	7	DL-methionine transporter ATP-binding subunit
YPO1074	1216470	1217036	1216470	1217036	1	D,D-heptose 1,7-bisphosphate phosphatase
YPO1075	1223168	1223980	1223177	1223980	1	2,5-diketo-D-gluconate reductase B
YPO1077	1224831	1225622	1224840	1225622	3	hypothetical protein YPO1077
YPO1079	1227124	1228119	1227124	1227879	4	putative hydroxyacylglutathione hydrolase
YPO1081	1228698	1229186	1228698	1229162	1	ribonuclease H
YPO1082	1229172	1229996	1229232	1229996	4	DNA polymerase III subunit epsilon
YPO1101	1246000	1246608	1246000	1246482	2	SsrA-binding protein
YPO1102	1246421	1247077	1246643	1247077	3	hypothetical protein YPO1102
YPO1104	1247504	1247860	1247504	1247854	3	hypothetical protein YPO1104
YPO1105	1247959	1249758	1247959	1249638	6	recombination and repair protein
YPO1106	1249707	1250627	1249707	1250588	8	inorganic polyphosphate/ATP-NAD kinase
YPO1107	1250697	1251290	1250712	1251290	11	heat shock protein GrpE
YPO1108	1251398	1252678	1251398	1252678	40	type II citrate synthase
YPO1109	1253346	1253777	1253388	1253777	1	succinate dehydrogenase cytochrome b556 large membrane subunit
YPO1110	1253600	1254118	1253771	1254118	2	succinate dehydrogenase cytochrome b556 small membrane subunit
YPO1111	1254119	1255885	1254119	1255885	41	succinate dehydrogenase flavoprotein subunit
YPO1112	1255932	1256651	1255935	1256651	21	succinate dehydrogenase iron-sulfur subunit
YPO1113	1256998	1259814	1257007	1259814	68	2-oxoglutarate dehydrogenase E1 component
YPO1114	1259841	1261067	1259844	1261067	45	dihydrolipoamide succinyltransferase
YPO1115	1261174	1262346	1261180	1262346	46	succinyl-CoA synthetase subunit beta
YPO1116	1262343	1263218	1262346	1263218	29	succinyl-CoA synthetase subunit alpha
YPO1117	1263931	1265553	1263985	1265553	15	cytochrome D ubiquinol oxidase subunit I
YPO1121	1267661	1268350	1267664	1268350	8	colicin uptake protein TolQ
YPO1122	1268351	1268791	1268363	1268791	2	colicin uptake protein TolR
YPO1123	1268852	1270069	1268903	1270069	7	cell envelope integrity inner membrane protein TolA
YPO1124	1270153	1271481	1270189	1271481	30	translocation protein TolB
YPO1125	1271517	1272038	1271532	1272038	28	peptidoglycan-associated outer membrane lipoprotein
YPO1126	1272039	1272857	1272048	1272857	17	tol-pal system protein YbgF
YPO1127	1273690	1274754	1273693	1274754	3	quinolinate synthetase
YPO1128	1274864	1275601	1274876	1275601	1	intergral membrane NMN transport protein PnuC
YPO1133	1280296	1281132	1280296	1281048	33	phosphoglycerate mutase 1
YPO1137	1283086	1284255	1283086	1284237	4	galactokinase
YPO1138	1284234	1285295	1284234	1285286	2	galactose-1-phosphate uridylyltransferase
YPO1139	1285296	1286324	1285296	1286312	8	UDP-galactose-4-epimerase
YPO1142	1287707	1289302	1287707	1289197	2	putative molybdenum transport ATP-binding protein ModF
YPO1143	1289307	1290173	1289307	1290098	1	DNA-binding transcriptional regulator ModE
YPO1145	1290739	1291581	1290802	1291581	16	molybdate transporter periplasmic protein
YPO1147	1292252	1293349	1292270	1293349	5	molybdate transporter ATP-binding protein
YPO1148	1293405	1294418	1293405	1294226	2	phosphotransferase
YPO1149	1294508	1295521	1294517	1295521	8	6-phosphogluconolactonase
YPO1156	1302685	1304730	1302715	1304730	9	excinuclease ABC subunit B
YPO1157	1305007	1305267	1305022	1305267	1	hypothetical protein YPO1157
YPO1158	1305398	1306354	1305398	1306321	6	hypothetical protein YPO1158
YPO1159	1306799	1307833	1306853	1307833	2	molybdenum cofactor biosynthesis protein A
YPO1160	1307898	1308413	1307934	1308413	3	molybdenum cofactor biosynthesis protein C
YPO1162	1308622	1309110	1308655	1309110	3	molybdopterin synthase large subunit
YPO1169	1317337	1318248	1317355	1318248	3	DNA-binding transcriptional activator XapR
YPO1171	1319465	1320343	1319480	1320343	2	purine nucleoside phosphorylase
YPO1176	1324853	1325839	1324904	1325839	2	D-alanyl-D-alanine endopeptidase
YPO1177	1325960	1327687	1325960	1327675	3	D-lactate dehydrogenase
YPO1178	1327867	1328421	1327882	1328421	2	adenylate cyclase 2
YPO1183	1331709	1332647	1331718	1332647	1	putative substrate-binding periplasmic transport protein
YPO1186	1334626	1335213	1334740	1335213	11	hypothetical protein YPO1186
YPO1187	1335564	1336916	1335648	1336916	5	putative substrate-binding periplasmic transport protein
YPO1193	1342329	1343753	1342338	1343753	4	putative pyridoxal-dependent decarboxylase
YPO1194	1343908	1344768	1343908	1344762	3	putative sulfurtransferase
YPO1198	1347809	1348780	1347842	1348780	3	putative ABC transport ATP-binding subunit
YPO1200	1350082	1351425	1350091	1351425	2	arginine:agmatin antiporter
YPO1201	1351471	1353801	1351495	1353801	10	putative amino acid decarboxylase
YPO1207	1359182	1360681	1359182	1360624	50	catalase
YPO1208	1360973	1361524	1360997	1361524	7	hypothetical protein YPO1208
YPO1210	1363596	1364801	1363608	1364801	7	competence damage-inducible protein A
YPO1211	1364859	1365506	1364859	1365368	11	ecotin
YPO1213	1365664	1366956	1365664	1366794	19	ribonucleotide-diphosphate reductase subunit beta
YPO1214	1366957	1369290	1366957	1369245	38	ribonucleotide-diphosphate reductase subunit alpha
YPO1215	1369739	1370476	1369739	1370467	8	3-demethylubiquinone-9 3-methyltransferase
YPO1216	1370714	1373404	1370729	1373404	49	DNA gyrase subunit A
YPO1218	1376533	1377195	1376533	1377186	11	transcriptional regulator RcsB
YPO1222	1382150	1383277	1382162	1383277	11	outer membrane porin protein C
YPO1224	1384727	1385923	1384727	1385893	7	beta-lactam binding protein AmpH
YPO1229	1389173	1390990	1389173	1390960	1	putative methyl-accepting chemotaxis protein
YPO1232	1392489	1392809	1392489	1392731	3	putative stress response protein
YPO1233	1392937	1393662	1392937	1393659	3	putative prophage repressor protein
YPO1235	1394569	1395927	1394614	1395927	1	hypothetical protein YPO1235
YPO1238	1397373	1398200	1397448	1398200	1	hypothetical protein YPO1238
YPO1240	1399105	1399767	1399150	1399767	2	putative ATP-binding protein
YPO1242	1399960	1401471	1399963	1401471	21	putative bacteriophage tail sheath protein
YPO1243	1401490	1401861	1401493	1401861	3	hypothetical protein YPO1243
YPO1244	1401851	1402162	1401863	1402162	6	hypothetical protein YPO1244
YPO1245	1402232	1403776	1402283	1403776	4	putative bacteriophage coat protein
YPO1246	1404019	1405449	1404043	1405449	4	putative bacteriophage protein
YPO1247	1405434	1406501	1405446	1406501	3	putative bacteriophage tail protein
YPO1248	1406502	1407113	1406517	1407113	5	putative bacteriophage (baseplate assembly) protein
YPO1250	1407566	1408705	1407569	1408705	2	putative bacteriophage protein
YPO1252	1409394	1410182	1409403	1410182	4	putative bacteriophage tail fiber protein
YPO1254	1411475	1412947	1411511	1412947	22	6-phospho-beta-glucosidase
YPO1255	1413073	1413576	1413073	1413435	2	hypothetical protein YPO1255
YPO1257	1414135	1414635	1414135	1414623	1	hypothetical protein YPO1257
YPO1260	1416755	1418578	1416755	1418551	5	hypothetical protein YPO1260
YPO1261	1418579	1418842	1418579	1418806	7	hypothetical protein YPO1261
YPO1262	1418966	1419988	1418984	1419988	13	nucleoid-associated protein NdpA
YPO1264	1420786	1421100	1420786	1421070	16	50S ribosomal protein L25
YPO1266	1423473	1424210	1423503	1424210	3	16S rRNA pseudouridylate synthase A
YPO1270	1426900	1428546	1426900	1428492	9	putative ABC transporter ATP-binding subunit
YPO1272	1429522	1430631	1429522	1430622	2	putative ABC transporter integral membrane subunit
YPO1273	1430632	1432473	1430632	1432440	15	putative substrate-binding transport protein
YPO1277	1436476	1437567	1436476	1437459	5	putative cobalamin synthesis protein
YPO1280	1439154	1440674	1439154	1440626	9	putative D-mannonate oxidoreductase
YPO1283	1441166	1442404	1441211	1442404	3	mannonate dehydratase
YPO1284	1442544	1443263	1442544	1443116	4	elongation factor P
YPO1293	1452356	1453447	1452359	1453447	1	putative periplasmic carbohydrate-binding transport protein
YPO1298	1456979	1458127	1456994	1458127	4	bifunctional fructose-specific PTS IIA/HPr protein
YPO1299	1458091	1459062	1458124	1459062	1	1-phosphofructokinase
YPO1300	1459059	1460777	1459077	1460777	5	fructose-specific PTS system IIBC component
YPO1306	1466842	1467810	1466842	1467699	5	endonuclease IV
YPO1308	1469561	1470481	1469609	1470481	12	putative DNA-binding transcriptional regulator
YPO1309	1470721	1472250	1470739	1472250	1	lysine transporter
YPO1310	1472503	1473681	1472536	1473681	3	putative periplasmic substrate-binding transport protein
YPO1312	1474946	1475743	1474955	1475743	1	putative siderophore ABC transporter, ATP-binding subunit
YPO1314	1478270	1479007	1478270	1478890	3	putative glutathione S-transferase-family protein
YPO1320	1484175	1485491	1484193	1485491	13	D-alanyl-D-alanine carboxypeptidase
YPO1321	1485931	1487259	1485931	1487232	2	serine transporter
YPO1322	1488332	1489111	1488332	1489096	1	DNA-binding transcriptional repressor DeoR
YPO1323	1489326	1490033	1489326	1489997	4	deoxyribose-phosphate aldolase
YPO1327	1494106	1494405	1494106	1494369	6	glutaredoxin 1
YPO1330	1495282	1495773	1495288	1495773	1	hypothetical protein YPO1330
YPO1331	1496165	1497400	1496291	1497400	2	putrescine transporter subunit: periplasmic-binding component of ABC superfamily
YPO1343	1507268	1508404	1507268	1508404	15	putative periplasmic binding protein
YPO1344	1508492	1509460	1508555	1509460	1	FecCD transport family protein
YPO1346	1509927	1511027	1510239	1511027	1	hypothetical protein YPO1346
YPO1347	1510978	1512390	1511020	1512390	1	hypothetical protein YPO1347
YPO1351	1514818	1515693	1514818	1515549	20	arginine-binding periplasmic protein 1 precursor
YPO1352	1515570	1516376	1515570	1516298	3	arginine transporter ATP-binding subunit
YPO1353	1516593	1517213	1516593	1517153	11	chorismate mutase
YPO1354	1517323	1517907	1517323	1517898	10	putative lipoprotein
YPO1355	1517995	1519026	1517995	1519002	4	hypothetical protein YPO1355
YPO1356	1519102	1520613	1519102	1520592	1	hypothetical protein YPO1356
YPO1357	1520589	1521683	1520589	1521608	9	L-threonine aldolase
YPO1358	1521957	1523723	1521957	1523678	5	pyruvate dehydrogenase
YPO1362	1528037	1529728	1528061	1529728	2	hypothetical protein YPO1362
YPO1364	1531031	1532161	1531046	1532161	5	macrolide transporter subunit MacA
YPO1365	1532104	1534110	1532161	1534110	1	macrolide transporter ATP-binding /permease protein
YPO1366	1534391	1534675	1534391	1534654	2	cold shock-like protein
YPO1367	1535000	1535335	1535015	1535335	2	ATP-dependent Clp protease adaptor protein ClpS
YPO1368	1535340	1537637	1535361	1537637	37	ATP-dependent Clp protease ATP-binding subunit
YPO1370	1538760	1538996	1538760	1538978	10	translation initiation factor IF-1
YPO1371	1539144	1539935	1539144	1539854	2	leucyl/phenylalanyl-tRNA--protein transferase
YPO1372	1540073	1541809	1540073	1541797	3	cysteine/glutathione ABC transporter membrane/ATP-binding component
YPO1373	1541800	1543611	1541800	1543584	7	cysteine/glutathione ABC transporter membrane/ATP-binding component
YPO1374	1544025	1545044	1544025	1544987	26	thioredoxin reductase
YPO1375	1545754	1546248	1545754	1546248	3	leucine-responsive transcriptional regulator
YPO1376	1546350	1550288	1546371	1550288	12	putative cell division protein
YPO1377	1550448	1551089	1550481	1551089	5	outer-membrane lipoprotein carrier protein
YPO1378	1551100	1552443	1551100	1552443	5	recombination factor protein RarA
YPO1379	1552628	1553977	1552685	1553977	33	seryl-tRNA synthetase
YPO1381	1555542	1556420	1555542	1556276	5	pyruvate formate lyase-activating enzyme 1
YPO1383	1558055	1560421	1558055	1560337	88	formate acetyltransferase 1
YPO1384	1560393	1561262	1560393	1561250	1	formate transporter
YPO1385	1561947	1563734	1561947	1563713	10	hypothetical protein YPO1385
YPO1389	1568491	1569582	1568497	1569582	36	phosphoserine aminotransferase
YPO1390	1569661	1571031	1569745	1571031	21	3-phosphoshikimate 1-carboxyvinyltransferase
YPO1391	1571344	1572036	1571344	1572036	9	cytidylate kinase
YPO1392	1572147	1573883	1572210	1573883	84	30S ribosomal protein S1
YPO1393	1573887	1574228	1573944	1574228	8	integration host factor subunit beta
YPO1394	1574751	1577066	1574775	1577066	1	hypothetical protein YPO1394
YPO1395	1577063	1578850	1577102	1578850	12	lipid transporter ATP-binding/permease protein
YPO1396	1578793	1579833	1578847	1579833	1	tetraacyldisaccharide 4'-kinase
YPO1399	1582696	1582935	1582753	1582935	1	hypothetical protein YPO1399
