locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
144443	NP_404608.1	16121295	108	1101985	1103313	+	YPO0993	iucD	putative siderophore biosynthesis protein IucD (NCBI ptt file)	COG3486	Q	Lysine/ornithine N-monooxygenase			GO:0047091	1.14.13.59	L-lysine 6-monooxygenase (NADPH).
144444	NP_404609.1	16121296	108	1103385	1105565	+	YPO0994	iutA	putative ferric siderophore receptor (NCBI ptt file)	COG1629	P	Outer membrane receptor proteins, mostly Fe transport	TIGR01783 TonB-dependent siderophore receptor	Transport and binding proteins:Porins	GO:0015891,GO:0016020,GO:0004872,GO:0015343,GO:0005506		
144445	NP_404610.1	16121297	108	1107257	1105824	-	YPO0995	YPO0995	Sodium:galactoside symporter family protein (NCBI ptt file)	COG2211	G	Na+/melibiose symporter and related transporters	TIGR00792 sugar (Glycoside-Pentoside-Hexuronide) transporter [gph]	Transport and binding proteins:Carbohydrates, organic alcohols, and acids	GO:0006814,GO:0016020,GO:0005215		
144446	NP_404611.1	16121298	108	1107499	1108035	+	YPO0996	YPO0996	insertion element IS1661 DNA-binding protein (NCBI ptt file)	COG2963	L	Transposase and inactivated derivatives			GO:0043565		
144447	NP_404612.1	16121299	108	1108089	1108874	+	YPO0997	YPO0997	transposase for insertion sequence IS1661 (NCBI ptt file)	COG2801	L	Transposase and inactivated derivatives			GO:0015074,GO:0003677		
144448	NP_404613.1	16121300	108	1111436	1109070	-	YPO0998	YPO0998	putative membrane protein (NCBI ptt file)	COG5001	T	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	TIGR00229 PAS domain S-box protein,TIGR00254 diguanylate cyclase (GGDEF) domain	Signal transduction:Other	GO:0006355,GO:0009190,GO:0007242,GO:0007165,GO:0004871,GO:0016849		
144449	NP_404614.1	16121301	108	1111637	1111440	-	YPO0999	YPO0999	putative membrane protein (NCBI ptt file)								
144450	NP_404615.1	16121302	108	1112076	1113353	+	YPO1000	YPO1000	putative drug efflux protein (NCBI ptt file)	COG845	M	Membrane-fusion protein	TIGR01730 efflux transporter, RND family, MFP subunit	Transport and binding proteins:Unknown substrate	GO:0009306,GO:0016020,GO:0008565		
144451	NP_404616.1	16121303	108	1113366	1116485	+	YPO1001	YPO1001	putative integral membrane efflux protein (NCBI ptt file)	COG841	V	Cation/multidrug efflux pump	TIGR00915 RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	Transport and binding proteins:Unknown substrate	GO:0006810,GO:0016021,GO:0005215		
144452	NP_404617.1	16121304	108	1118110	1116620	-	YPO1002	YPO1002	enterotoxin-like protein (NCBI ptt file)								
144453	NP_404618.1	16121305	108	1118388	1118975	+	YPO1003	YPO1003	putative exported protein (NCBI ptt file)								
144454	NP_404619.1	16121306	108	1119829	1130946	+	YPO1004	yapH	putative autotransporter protein (NCBI ptt file)	COG3468	MU	Type V secretory pathway, adhesin AidA	TIGR01414 outer membrane autotransporter barrel domain	Cellular processes:Pathogenesis	GO:0019867,GO:0005488		
144455	NP_404620.1	16121307	108	1132929	1131049	-	YPO1005	YPO1005	putative antigenic leucine-rich repeat protein (NCBI ptt file)	COG4886	S	Leucine-rich repeat (LRR) protein			GO:0005515		
144456	NP_404621.1	16121308	108	1134367	1133492	-	YPO1006	YPO1006	putative antigenic leucine-rich repeat protein (NCBI ptt file)	COG4886	S	Leucine-rich repeat (LRR) protein			GO:0005515		
144457	NP_404622.1	16121309	108	1136392	1134575	-	YPO1007	YPO1007	putative antigenic leucine-rich repeat protein (NCBI ptt file)	COG4886	S	Leucine-rich repeat (LRR) protein			GO:0005515		
144458	NP_404623.1	16121310	108	1137111	1138667	+	YPO1008	YPO1008	putative integral membrane efflux protein (NCBI ptt file)	COG2978	H	Putative p-aminobenzoyl-glutamate transporter					
144459	NP_404624.1	16121311	108	1138745	1139977	+	YPO1009	YPO1009	probable peptidase (NCBI ptt file)	COG2195	E	Di- and tripeptidases	TIGR01882 peptidase T [pepT]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006518,GO:0006508,GO:0005737,GO:0016285,GO:0046983,GO:0008270,GO:0045148	3.4.11.4	Tripeptide aminopeptidase.
144460	NP_404625.1	16121312	108	1140365	1142437	+	YPO1011	YPO1011	putative TonB-dependent outer membrane receptor (NCBI ptt file)	COG1629	P	Outer membrane receptor proteins, mostly Fe transport			GO:0006810,GO:0016020,GO:0004872,GO:0005215		
2201056			108	1142618	1145928	+	YPO1012	YPO1012									
144461	NP_404626.1	16121313	108	1146015	1147037	+	YPO1013	YPO1013	transposase for insertion sequence IS100 (NCBI ptt file)	COG4584	L	Transposase and inactivated derivatives			GO:0006310,GO:0015074,GO:0000150,GO:0003677		
144462	NP_404627.1	16121314	108	1147034	1147816	+	YPO1014	YPO1014	insertion sequence IS100, ATP-binding protein (NCBI ptt file)	COG1484	L	DNA replication protein			GO:0005524,GO:0017111		
144463	NP_404628.1	16121315	108	1147881	1148057	+	YPO1014a	YPO1014a	prepilin peptidase (partial) (NCBI ptt file)								
144464	NP_404629.1	16121316	108	1148051	1148659	+	YPO1015	YPO1015	putative prepilin peptidase dependent protein (NCBI ptt file)	COG4795	U	Type II secretory pathway, component PulJ	TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking			
144465	NP_404630.1	16121317	108	1148656	1149126	+	YPO1016	YPO1016	putative membrane protein (NCBI ptt file)								
144466	NP_404631.1	16121318	108	1149114	1149524	+	YPO1017	YPO1017	putative prepilin peptidase dependent protein (NCBI ptt file)	COG4967	NU	Tfp pilus assembly protein PilV					
144467	NP_404632.1	16121319	108	1149659	1153030	+	YPO1018	recC	exodeoxyribonuclease V gamma chain (NCBI ptt file)	COG1330	L	Exonuclease V gamma subunit	TIGR01450 exodeoxyribonuclease V, gamma subunit [recC]	DNA metabolism:DNA replication, recombination, and repair	GO:0009338,GO:0008854,GO:0003677	3.1.11.5	Exodeoxyribonuclease V.
144468	NP_404633.1	16121320	108	1153112	1156000	+	YPO1019	ptrA	protease III precursor (NCBI ptt file)	COG1025	O	Secreted/periplasmic Zn-dependent peptidases, insulinase-like			GO:0006508,GO:0004222,GO:0008270		
144469	NP_404634.1	16121321	108	1155997	1159659	+	YPO1020	recB	exodeoxyribonuclease V beta chain (NCBI ptt file)	COG1074	L	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	TIGR00609 exodeoxyribonuclease V, beta subunit [recB]	DNA metabolism:DNA replication, recombination, and repair	GO:0006281,GO:0009338,GO:0003677,GO:0008854,GO:0004003,GO:0005524	3.1.11.5	Exodeoxyribonuclease V.
144470	NP_404635.1	16121322	108	1159656	1161614	+	YPO1021	recD	exodeoxyribonuclease V alpha chain (NCBI ptt file)	COG507	L	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	TIGR01447 exodeoxyribonuclease V, alpha subunit [recD]	DNA metabolism:DNA replication, recombination, and repair	GO:0016036,GO:0009338,GO:0005524,GO:0017111,GO:0000166,GO:0008854	3.1.11.5	Exodeoxyribonuclease V.
144471	NP_404636.1	16121323	108	1163094	1161769	-	YPO1022	argA	amino-acid acetyltransferase (NCBI ptt file)	COG548	E	Acetylglutamate kinase	TIGR01890 amino-acid N-acetyltransferase [argA]	Amino acid biosynthesis:Glutamate family	GO:0006526,GO:0005737,GO:0004042	2.3.1.1	Amino-acid N-acetyltransferase.
144472	NP_404637.1	16121324	108	1163330	1164580	+	YPO1023	galM	N-acetylmuramoyl-L-alanine amidase AmiC precursor (NCBI ptt file)	COG860	M	N-acetylmuramoyl-L-alanine amidase					
5922248			108	1164886	1164810	-	YPt_08	YPt_08	tRNA-Met (RefSeq)								
5922249			108	1165086	1165010	-	YPt_09	YPt_09	tRNA-Met (RefSeq)								
144473	NP_404638.1	16121325	108	1165302	1166474	+	YPO1025	YPO1025	membrane-bound lytic murein transglycosylase A precursor (NCBI ptt file)	COG2821	M	Membrane-bound lytic murein transglycosylase			GO:0009254,GO:0019867,GO:0004553	3.2.1.-	
144474	NP_404639.1	16121326	108	1166617	1167444	+	YPO1026	YPO1026	conserved hypothetical protein (NCBI ptt file)	COG1179	H	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1			GO:0003824		
144475	NP_404640.1	16121327	108	1167923	1167480	-	YPO1027	YPO1027	conserved hypothetical protein (NCBI ptt file)	COG2166	R	SufE protein probably involved in Fe-S center assembly	TIGR03391 cysteine desulfurase, sulfur acceptor subunit CsdE [csdE]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0031071	2.8.1.7	Cysteine desulfurase.
144476	NP_404641.1	16121328	108	1169377	1168058	-	YPO1028	YPO1028	putative aminotransferase class V (NCBI ptt file)	COG520	E	Selenocysteine lyase	TIGR03392 cysteine desulfurase, catalytic subunit CsdA [csdA]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0008152,GO:0008483,GO:0030170,GO:0031071		
144477	NP_404642.1	16121329	108	1169923	1170840	+	YPO1029	gcvA	glycine cleavage system transcriptional activator (NCBI ptt file)	COG583	K	Transcriptional regulator			GO:0006355,GO:0003700		
144478	NP_404643.1	16121330	108	1171006	1171401	+	YPO1030	YPO1030	conserved hypothetical protein (NCBI ptt file)	COG2363	S	Uncharacterized small membrane protein					
144479	NP_404644.1	16121331	108	1171394	1172500	+	YPO1031	YPO1031	conserved hypothetical protein (NCBI ptt file)	COG2933	R	Predicted SAM-dependent methyltransferase					
144480	NP_404645.1	16121332	108	1173506	1172751	-	YPO1032	xni	exodeoxyribonuclease IX (NCBI ptt file)	COG258	L	5'-3' exonuclease (including N-terminal domain of PolI)			GO:0005634,GO:0008409,GO:0003677		
144481	NP_404646.1	16121333	108	1175130	1173766	-	YPO1033	YPO1033	conserved hypothetical protein (NCBI ptt file)	COG1611	R	Predicted Rossmann fold nucleotide-binding protein					
144482	NP_404647.1	16121334	108	1176128	1175283	-	YPO1034	YPO1034	conserved hypothetical protein (NCBI ptt file)	COG780	R	Enzyme related to GTP cyclohydrolase I	TIGR03138 queuine synthase [queF]	Transcription:RNA processing	GO:0019438,GO:0005737,GO:0033739,GO:0003934	1.7.1.13	PreQ(1) synthase.
144483	NP_404648.1	16121335	108	1176266	1176811	+	YPO1035	syd	Syd protein (NCBI ptt file)								
2201057			108	1177074	1177355	+	YPOs03	csrB									
144484	NP_404649.1	16121336	108	1177501	1177959	+	YPO1036	tnp	transposase for the IS1541 insertion element (NCBI ptt file)	COG1943	L	Transposase and inactivated derivatives			GO:0006313,GO:0004803,GO:0003677		
144485	NP_404650.1	16121337	108	1178213	1178545	+	YPO1037	YPO1037	conserved hypothetical protein (NCBI ptt file)	COG3098	S	Uncharacterized protein conserved in bacteria					
144486	NP_404651.1	16121338	108	1178545	1179318	+	YPO1038	YPO1038	Conserved hypothetical protein (NCBI ptt file)	COG564	J	Pseudouridylate synthases, 23S RNA-specific			GO:0001522,GO:0003723,GO:0016439	5.4.99.12	tRNA-pseudouridine synthase I.
144487	NP_404652.1	16121339	108	1179346	1179795	+	YPO1039	YPO1039	conserved hypothetical protein (NCBI ptt file)	COG716	C	Flavodoxins			GO:0006118,GO:0010181,GO:0005506,GO:0009055		
144488	NP_404653.1	16121340	108	1180274	1179885	-	YPO1040	YPO1040	conserved hypothetical protein (NCBI ptt file)								
144489	NP_404654.1	16121341	108	1181222	1180398	-	YPO1041	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (NCBI ptt file)	COG2171	E	Tetrahydrodipicolinate N-succinyltransferase	TIGR00965 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [dapD]	Amino acid biosynthesis:Aspartate family	GO:0009089,GO:0008666,GO:0016757	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase.
144490	NP_404655.1	16121342	108	1184135	1181397	-	YPO1042	glnD	[protein-PII] uridylyltransferase (NCBI ptt file)	COG2844	O	UTP:GlnB (protein PII) uridylyltransferase	TIGR01693 protein-P-II uridylyltransferase [glnD]	Regulatory functions:Protein interactions	GO:0006807,GO:0008773,GO:0016597	2.7.7.59	[Protein-PII] uridylyltransferase.
144491	NP_404656.1	16121343	108	1184929	1184138	-	YPO1043	ampM	methionine aminopeptidase (NCBI ptt file)	COG24	J	Methionine aminopeptidase	TIGR00500 methionine aminopeptidase, type I [map]	Protein fate:Protein modification and repair	GO:0006508,GO:0004239	3.4.11.18	Methionyl aminopeptidase.
144492	NP_404657.1	16121344	108	1185364	1186089	+	YPO1044	rpsB	30S ribosomal protein S2 (NCBI ptt file)	COG52	J	Ribosomal protein S2	TIGR01011 ribosomal protein S2 [rpsB]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
144493	NP_404658.1	16121345	108	1186217	1187074	+	YPO1045	tsf	elongation factor Ts (NCBI ptt file)	COG264	J	Translation elongation factor Ts	TIGR00116 translation elongation factor Ts [tsf]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746		
144494	NP_404659.1	16121346	108	1187283	1188008	+	YPO1046	pyrH	uridylate kinase (NCBI ptt file)	COG528	F	Uridylate kinase	TIGR02075 UMP kinase [pyrH]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0006221,GO:0008652,GO:0009041	2.7.4.22	UMP kinase.
144495	NP_404660.1	16121347	108	1188144	1188701	+	YPO1047	frr	ribosome recycling factor (NCBI ptt file)	COG233	J	Ribosome recycling factor	TIGR00496 ribosome recycling factor [frr]	Protein synthesis:Translation factors	GO:0006412		
144496	NP_404661.1	16121348	108	1188915	1190111	+	YPO1048	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI ptt file)	COG743	I	1-deoxy-D-xylulose 5-phosphate reductoisomerase	TIGR00243 1-deoxy-D-xylulose 5-phosphate reductoisomerase [dxr]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0008299,GO:0030604	1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase.
144497	NP_404662.1	16121349	108	1190335	1191093	+	YPO1049	uppS	undecaprenyl pyrophosphate synthetase (NCBI ptt file)	COG20	I	Undecaprenyl pyrophosphate synthase	TIGR00055 di-trans,poly-cis-decaprenylcistransferase [uppS]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0008152,GO:0008834	2.5.1.31	Di-trans,poly-cis-decaprenylcistransferase.
144498	NP_404663.1	16121350	108	1191103	1191951	+	YPO1050	cdsA	phosphatidate cytidylyltransferase (NCBI ptt file)	COG575	I	CDP-diglyceride synthetase			GO:0008654,GO:0016020,GO:0004605	2.7.7.41	Phosphatidate cytidylyltransferase.
144499	NP_404664.1	16121351	108	1191980	1193335	+	YPO1051	YPO1051	putative membrane protein (NCBI ptt file)	COG750	M	Predicted membrane-associated Zn-dependent proteases 1	TIGR00054 RIP metalloprotease RseP [rseP]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0016021,GO:0008270,GO:0004222,GO:0005515	3.4.24.-	
144500	NP_404665.1	16121352	108	1193372	1195759	+	YPO1052	YPO1052	putative surface antigen (NCBI ptt file)	COG4775	M	Outer membrane protein/protective antigen OMA87	TIGR03303 outer membrane protein assembly complex, YaeT protein [yaeT]	Protein fate:Protein and peptide secretion and trafficking	GO:0019867		
144501	NP_404666.1	16121353	108	1195917	1196414	+	YPO1053	ompH	cationic 19 kDa outer membrane protein precursor (NCBI ptt file)	COG2825	M	Outer membrane protein			GO:0005515		
144502	NP_404667.1	16121354	108	1196418	1197440	+	YPO1054	lpxD	UDP-3-o-[3-hydroxymyristoyl] glucosamine N-acyltransferase (NCBI ptt file)	COG1044	M	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	TIGR01853 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [lpxD]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009245,GO:0008415,GO:0043764	2.3.1.-	
144503	NP_404668.1	16121355	108	1197598	1198143	+	YPO1055	fabZ	(3R)-hydroxymyristoyl-(acyl carrier protein) dehydratase (EC 4.2.1.-) (NCBI ptt file)	COG764	I	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases	TIGR01750 beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ [fabZ]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0005737,GO:0016836	4.2.1.-	
144504	NP_404669.1	16121356	108	1198147	1198935	+	YPO1056	lpxA	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosam ine O-acyltransferase (NCBI ptt file)	COG1043	M	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	TIGR01852 acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase [lpxA]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0008610,GO:0008780	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase.
144505	NP_404670.1	16121357	108	1198939	1200123	+	YPO1057	lpxB	lipid-A-disaccharide synthase (NCBI ptt file)	COG763	M	Lipid A disaccharide synthetase	TIGR00215 lipid-A-disaccharide synthase [lpxB]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0009245,GO:0008915	2.4.1.182	Lipid-A-disaccharide synthase.
144506	NP_404671.1	16121358	108	1200120	1200716	+	YPO1058	rnhB	ribonuclease HII (NCBI ptt file)	COG164	L	Ribonuclease HII			GO:0003723,GO:0004523	3.1.26.4	Ribonuclease H.
144507	NP_404672.1	16121359	108	1200846	1204361	+	YPO1059	dnaE	DNA polymerase III, alpha chain (NCBI ptt file)	COG587	L	DNA polymerase III, alpha subunit	TIGR00594 DNA polymerase III, alpha subunit [dnaE]	DNA metabolism:DNA replication, recombination, and repair	GO:0006260,GO:0005737,GO:0003894,GO:0019984,GO:0016448,GO:0016452,GO:0016000,GO:0003677,GO:0008408,GO:0016451,GO:0003893,GO:0015999,GO:0016449,GO:0016450,GO:0003889,GO:0003890,GO:0003891,GO:0003895	2.7.7.7	DNA-directed DNA polymerase.
144508	NP_404673.1	16121360	108	1204374	1205333	+	YPO1060	accA	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (NCBI ptt file)	COG825	I	Acetyl-CoA carboxylase alpha subunit	TIGR00513 acetyl-CoA carboxylase, carboxyl transferase, alpha subunit [accA]	Fatty acid and phospholipid metabolism:Biosynthesis	GO:0006633,GO:0009317,GO:0003989	6.4.1.2	Acetyl-CoA carboxylase.
144509	NP_404674.1	16121361	108	1205517	1205915	+	YPO1061	YPO1061	conserved hypothetical protein (NCBI ptt file)	COG346	E	Lactoylglutathione lyase and related lyases					
144510	NP_404675.1	16121362	108	1205917	1207299	+	YPO1062	YPO1062	conserved hypothetical protein (NCBI ptt file)	COG37	D	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	TIGR02432 tRNA(Ile)-lysidine synthetase [tilS],TIGR02433 tRNA(Ile)-lysidine synthetase, C-terminal domain [tilS]	Protein synthesis:tRNA and rRNA base modification	GO:0008033,GO:0006412,GO:0005737,GO:0005524,GO:0016879	6.3.4.-	
144511	NP_404676.1	16121363	108	1207536	1207853	+	YPO1063	YPO1063	putative cytochrome (NCBI ptt file)	COG2863	C	Cytochrome c553			GO:0006118,GO:0005506,GO:0009055,GO:0020037		
144512	NP_404677.1	16121364	108	1208378	1208118	-	YPO1064	YPO1064	conserved hypothetical protein (NCBI ptt file)	COG4568	K	Transcriptional antiterminator					
144513	NP_404678.1	16121365	108	1208565	1208365	-	YPO1064a	YPO1064a	conserved hypothetical protein (NCBI ptt file)								
144514	NP_404679.1	16121366	108	1208807	1209355	+	YPO1065	YPO1065	conserved hypothetical protein (NCBI ptt file)	COG4681	S	Uncharacterized protein conserved in bacteria			GO:0003677		
144515	NP_404680.1	16121367	108	1209358	1209774	+	YPO1066	YPO1066	conserved hypothetical protein (NCBI ptt file)						GO:0006415,GO:0003747		
144516	NP_404681.1	16121368	108	1209814	1210542	+	YPO1067	cutF	putative copper homeostasis lipoprotein (NCBI ptt file)	COG3015	MP	Uncharacterized lipoprotein NlpE involved in copper resistance					
144517	NP_404682.1	16121369	108	1212394	1210676	-	YPO1068	proS	prolyl-tRNA synthetase (NCBI ptt file)	COG442	J	Prolyl-tRNA synthetase	TIGR00409 proline--tRNA ligase [proS]	Protein synthesis:tRNA aminoacylation	GO:0006433,GO:0005737,GO:0005524,GO:0004827	6.1.1.15	Proline--tRNA ligase.
144518	NP_404683.1	16121370	108	1213205	1212498	-	YPO1069	YPO1069	conserved hypothetical protein (NCBI ptt file)	COG1720	S	Uncharacterized conserved protein	TIGR00104 putative methyltransferase, YaeB/AF_0241 family	Unknown function:Enzymes of unknown specificity			
144519	NP_404684.1	16121371	108	1213609	1213202	-	YPO1070	rcsF	putative lipoprotein (NCBI ptt file)								
144520	NP_404685.1	16121372	108	1214542	1213727	-	YPO1071	intA2	putative lipoprotein (NCBI ptt file)	COG1464	P	ABC-type metal ion transport system, periplasmic component/surface antigen	TIGR00363 lipoprotein, YaeC family	Cell envelope:Other			
144521	NP_404686.1	16121373	108	1215259	1214606	-	YPO1072	YPO1072	ABC transporter permease protein (NCBI ptt file)	COG2011	P	ABC-type metal ion transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
144522	NP_404687.1	16121374	108	1216283	1215252	-	YPO1073	abc	ABC transporter ATP-binding protein (NCBI ptt file)	COG1135	P	ABC-type metal ion transport system, ATPase component	TIGR02314 D-methionine ABC transporter, ATP-binding protein [metN]		GO:0048473,GO:0009276,GO:0005524,GO:0048474,GO:0016887		
144523	NP_404688.1	16121375	108	1216470	1217036	+	YPO1074	YPO1074	conserved hypothetical protein (NCBI ptt file)	COG241	E	Histidinol phosphatase and related phosphatases	TIGR00213 D,D-heptose 1,7-bisphosphate phosphatase [gmhB],TIGR01656 histidinol-phosphate phosphatase domain,TIGR01662 HAD hydrolase, family IIIA	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0000105,GO:0004401		
2201058			108	1217505	1218993	+	YPOr04	16S_rRNA	16S ribosomal RNA (NCBI)								
5922250			108	1219157	1219232	+	YPt_10	YPt_10	tRNA-Glu (RefSeq)								
407418			108	1219485	1222391	+	YPOr05	23S_rRNA	23S ribosomal RNA (NCBI)								
2201059			108	1222391	1222624	+	YPOr06	5S_rRNA	5S ribosomal RNA (NCBI)								
5922251			108	1222742	1222818	+	YPt_11	YPt_11	tRNA-Asp (RefSeq)								
144524	NP_404689.1	16121376	108	1223177	1223980	+	YPO1075	YPO1075	putative aldo/keto reductase (NCBI ptt file)	COG656	R	Aldo/keto reductases, related to diketogulonate reductase				1.1.1.274	2,5-didehydrogluconate reductase.
144525	NP_404690.1	16121377	108	1224015	1224479	+	YPO1076	YPO1076	hypothetical protein (NCBI ptt file)								
144526	NP_404691.1	16121378	108	1224840	1225622	+	YPO1077	YPO1077	conserved hypothetical protein (NCBI ptt file)	COG3021	S	Uncharacterized protein conserved in bacteria					
144527	NP_404692.1	16121379	108	1227091	1225664	-	YPO1078	mltD	membrane-bound lytic murein transglycosylase D precursor (NCBI ptt file)	COG741	M	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)			GO:0016998	3.2.1.-	
144528	NP_404693.1	16121380	108	1227879	1227124	-	YPO1079	gloB	putative hydroxyacylglutathione hydrolase (NCBI ptt file)	COG491	R	Zn-dependent hydrolases, including glyoxylases	TIGR03413 hydroxyacylglutathione hydrolase [gloB]	Cellular processes:Detoxification	GO:0004416	3.1.2.6	Hydroxyacylglutathione hydrolase.
144529	NP_404694.1	16121381	108	1227924	1228643	+	YPO1080	YPO1080	conserved hypothetical protein (NCBI ptt file)						GO:0008152,GO:0008168		
144530	NP_404695.1	16121382	108	1229162	1228698	-	YPO1081	rnhA	ribonuclease HI (NCBI ptt file)	COG328	L	Ribonuclease HI			GO:0003676,GO:0004523	3.1.26.4	Ribonuclease H.
144531	NP_404696.1	16121383	108	1229232	1229996	+	YPO1082	chb	DNA polymerase III, epsilon chain (NCBI ptt file)	COG847	L	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	TIGR00573 exonuclease, DNA polymerase III, epsilon subunit family,TIGR01406 DNA polymerase III, epsilon subunit [dnaQ]	DNA metabolism:DNA replication, recombination, and repair	GO:0003887		
5922252			108	1230109	1230185	+	YPt_12	YPt_12	tRNA-Asp (RefSeq)								
144532	NP_404697.1	16121384	108	1231726	1230242	-	YPO1083	YPO1083	putative permease (NCBI ptt file)	COG1953	FH	Cytosine/uracil/thiamine/allantoin permeases			GO:0015931,GO:0016020,GO:0015205		
2201060			108	1232065	1232283	+	YPO1084	YPO1084									
144533	NP_404698.1	16121385	108	1233131	1232349	-	YPO1085	YPO1085	insertion sequence IS100, ATP-binding protein (NCBI ptt file)	COG1484	L	DNA replication protein			GO:0005524,GO:0017111		
144534	NP_404699.1	16121386	108	1234150	1233128	-	YPO1086	YPO1086	transposase for insertion sequence IS100 (NCBI ptt file)	COG4584	L	Transposase and inactivated derivatives			GO:0006310,GO:0015074,GO:0000150,GO:0003677		
144535	NP_404700.1	16121387	108	1234340	1234239	-	YPO1086a	intA	phage integrase (partial) (NCBI ptt file)								
144536	NP_404701.1	16121388	108	1234752	1235063	+	YPO1087	YPO1087	putative prophage protein (NCBI ptt file)	COG3657	S	Uncharacterized protein conserved in bacteria	TIGR02683 putative addiction module killer protein				
144537	NP_404702.1	16121389	108	1235071	1235391	+	YPO1088	YPO1088	putative DNA-binding prophage protein (NCBI ptt file)	COG3636	K	Predicted transcriptional regulator	TIGR02684 probable addiction module antidote protein	Mobile and extrachromosomal element functions:Other	GO:0003677		
144538	NP_404703.1	16121390	108	1236828	1235740	-	YPO1089	YPO1089	putative regulatory prophage protein (NCBI ptt file)								
144539	NP_404704.1	16121391	108	1237784	1236825	-	YPO1090	YPO1090	putative prophage DNA primase (NCBI ptt file)	COG4643	S	Uncharacterized protein conserved in bacteria			GO:0006304,GO:0006260,GO:0003676,GO:0003677,GO:0008270,GO:0003896		
144540	NP_404705.1	16121392	108	1238319	1237777	-	YPO1091	YPO1091	putative prophage protein (NCBI ptt file)								
144541	NP_404706.1	16121393	108	1239408	1238512	-	YPO1092	YPO1092	putative DNA-binding prophage protein (NCBI ptt file)						GO:0003677		
144542	NP_404707.1	16121394	108	1239711	1239421	-	YPO1092a	YPO1092a	hypothetical protein (NCBI ptt file)								
144543	NP_404708.1	16121395	108	1239976	1239803	-	YPO1094	YPO1094	hypothetical protein (NCBI ptt file)								
144544	NP_404709.1	16121396	108	1240207	1240434	+	YPO1095	YPO1095	hypothetical protein (NCBI ptt file)								
144545	NP_404710.1	16121397	108	1242266	1240596	-	YPO1096	YPO1096	putative phage protein (NCBI ptt file)								
144546	NP_404711.1	16121398	108	1243405	1242317	-	YPO1097	YPO1097	putative phage protein (NCBI ptt file)								
144547	NP_404712.1	16121399	108	1244683	1243484	-	YPO1098	YPO1098	putative prophage integrase (NCBI ptt file)	COG582	L	Integrase			GO:0006310,GO:0015074,GO:0003677		
144548	NP_404713.1	16121400	108	1245365	1244907	-	YPO1099	tnp	transposase for the IS1541 insertion element (NCBI ptt file)	COG1943	L	Transposase and inactivated derivatives			GO:0006313,GO:0003677,GO:0004803		
408265			108	1245588	1245951	+	YPOs04	ssrA	tmRNA (transfer messenger RNA, or 10Sa RNA) (VIMSS-AUTO)								
